"Entity","Domain","Column_Count","Relationship_Count","Parent_Entity","Subtype_Count","Description"
"AGREEMENT_CHART_OF_ACCOUNTS","Agreement/Account","5","2","","0","Over time an agreement that is an asset or liability account can relate to more than one chart of accounts number. For example, a loan account may be, at one point-in-time, active and another point-in-time it could be in write-off status."
"AGREEMENT_CLAIM","Agreement/Account","5","3","","0","This associative entity relates claims to the insurance account the claim is reported against."
"AGREEMENT_CLAIM_RELATIONSHIP_TYPE","Agreement/Account","2","1","","0","This entity describes the relationship between an agreement and a claim.  Examples: - Policy of the party that caused the claim - Policy of the party that is making the claim - Group policy of claim - Individual policy of claim"
"AGREEMENT_CLASS_ADJUSTMENT_PARAMETER","Agreement/Account","6","2","","0","This entity contains the adjustment rates to be applied to this classification of agreements when determining the value of the exposure for this agreement. These are often referred to as ""haircuts"" within risk management."
"AGREEMENT_CLASS_RISK_GRADE","Agreement/Account","7","3","","0","This entity contains the risk grades for a given classification of agreements for a given period of time.  Examples of classifications include mortgages, commercial real estate loans, derivatives, personal loans, and purchased receivable debt."
"AGREEMENT_CLASS_SCHEME_TYPE","Agreement/Account","5","5","","0","This minor entity describes the schemes for classifying agreements. Examples of schemes include tax purposes, Basel 1 purposes, Basel II purposes, and marketing purposes.  The hierarchy in this structure allows you to roll up a classification into another classification. For example, a swap agreemen"
"AGREEMENT_CLASS_SUBJECT","Agreement/Account","2","1","SUBJECT","0","This entity contains those subjects that are classifications of agreements. There is one instance for each agreement classification such as insurance policies that have been in force for over one year."
"AGREEMENT_CLASS_VALUE","Agreement/Account","10","12","","0","For a given classification scheme, these codes represent the various values for that scheme. For example, for tax reporting purposes the possible values may be individual, joint, or corporate. For Basel II purposes the possible values could be corporate/sovereign/bank, retail, equity, purchased rece"
"AGREEMENT_COLLATERAL_ITEM","Agreement/Account","5","3","","0","This entity contains those assets used as collateral where the assets are customer deposits or investment holdings held with your institution that are pledged as collateral. More than one agreement could be bundled into a collateral item."
"AGREEMENT_COLLECTION_STATUS","Agreement/Account","8","3","","0","This entity keeps track of the collection status for an account that is past due and considered to be in collections. There is one instance for each type of amount (e.g., principal or interest) and for each past due type (e.g., 30, 60, or 90 days) and when that money became associated with that past"
"AGREEMENT_COST","Agreement/Account","7","3","","0","This entity tracks the changes to the cost of an agreement over time. Agreement costs are those costs allocated to each agreement such as facilities, data processing, product advertisement, underwriting, collections, customer service, or closing agreements."
"AGREEMENT_COVERAGE_EVENT","Agreement/Account","9","4","EVENT","0","This entity contains those events that are related to agreement coverage for each insurable interest."
"AGREEMENT_COVERAGE_EVENT_BASE_TYPE","Agreement/Account","2","1","","0","This minor entity identifies the basis of the policy coverage event.  Examples: - 1 = direct - 2 = assumed - 3 = ceded"
"AGREEMENT_COVERAGE_EVENT_CATEGORY","Agreement/Account","2","1","","0","This minor entity identifies the policy coverage transaction category.  Examples: - 1 = billed - 2 = received - 3 = cancelation - 4 = retro/contingent - 5 = other adjustment"
"AGREEMENT_COVERAGE_EVENT_TYPE","Agreement/Account","2","1","","0","This minor entity identifies the types of policy coverage transactions.  Examples: - 1 = premium - 2 = fee - 3 = commission - 4 = underwriting expense - 5 = taxes"
"AGREEMENT_CREDIT_REPORT","Agreement/Account","5","3","","0","This links an agreement to a credit report that is run to determine the potential health of this agreement in light of the obligor's other obligations and credit standing."
"AGREEMENT_CREDIT_RISK_TYPE_METRIC","Agreement/Account","7","3","","0","This entity tracks the values of risk metrics for a given agreement/exposure as of a certain risk calculation date for a given type of risk metric. This entity can be used instead of AGREEMENT RISK METRIC, which gives the specific attributes.  Possible risk type values are:  1 – Basel 1 Acct Exposur"
"AGREEMENT_CURRENCY","Agreement/Account","5","3","","0","This entity tracks changes to the account level currency over time. There is one instance for each account number, currency code, currency use, and date combination."
"AGREEMENT_DATE","Agreement/Account","4","2","","0","This is a generic structure to contain the many possible dates associated with an agreement and tracks the changes to those dates. Examples of dates include due date, last payment date, processing date, original funding date and many more."
"AGREEMENT_DATE_TYPE","Agreement/Account","2","1","","0","This code describes the type of date for agreements such as due date, last payment date, first payment date, processing date, approval date, funded date and more."
"AGREEMENT_DIRECT_EXPENSE","Agreement/Account","3","2","","0","This entity contains the direct expense amounts for a given agreement for a given unit cost type (e.g., standard versus actual). This entity allows for many types of unit cost and direct expense calculations. There is one table for each profit cycle."
"AGREEMENT_DOCUMENT","Agreement/Account","2","2","","0","This entity associates documents with agreements such as financial reports, copies of identification documents, and copies of executor authority."
"AGREEMENT_EVENT","Agreement/Account","3","2","EVENT","1","This entity is a subtype to EVENT and contains only those events that involve agreements."
"AGREEMENT_EVENT_TYPE","Agreement/Account","2","1","","0","This minor entity is a category discriminator for events that involve an account. If the event involves the posting of money to the account then it is a FINANCIAL AGREEMENT EVENT. If it involves a card (e.g., insurance card, and reward points) then this is an ACCESS DEVICE EVENT."
"AGREEMENT_FEATURE","Agreement/Account","16","8","","0","This entity associates the agreement with features that are specific to the agreement. Examples could be to defer interest charges until account closes, or mail interest to account holder. This would include all agreement level features.  This entity also includes the possibility of one feature repl"
"AGREEMENT_FEATURE_GROUP","Agreement/Account","5","3","","0","This entity relates agreements to group of features.  Example: - Features can be grouped into tiers, and the agreement is related to the tier feature group. This is useful for deposit term agreements where the agreement is for Tier 1, which represents minimum balance of $10,000 for 5 years with a se"
"AGREEMENT_FEATURE_GROUP_ROLE","Agreement/Account","2","1","","0","The role that this feature group has with this agreement.  Examples: - Is included - Is excluded"
"AGREEMENT_FEATURE_METRIC","Agreement/Account","12","4","","0","This entity tracks the ""sub-balance"" over time for a given account feature metric.  This is especially useful for credit card companies where a balance can be divided into portions (balance segments) and the amount of that balance needs to be tracked over time."
"AGREEMENT_FEATURE_METRIC_TYPE","Agreement/Account","2","1","","0","This entity contains the various metrics that are reported about this account feature at a point-in-time.  Examples of metrics include principal balance owed and interest balance owed."
"AGREEMENT_FEATURE_RELATED","Agreement/Account","15","4","","0","This associative entity allows for an override of a subfeature by another subfeature or the override of subfeature metrics at the agreement level.  Examples of subfeatures include: - A credit card agreement has a card (feature), which has an annual card fee (subfeature), which is overridden by a des"
"AGREEMENT_FEATURE_ROLE_TYPE","Agreement/Account","2","8","","0","The relationship of the feature to account related subjects; account, application, quotation:  Examples: - Negotiated override standard product feature - Non-negotiated override of standard product feature - Underwriting exception"
