Question_ID,Category,Section,Question_Text,Emerging,Developing,Practicing,Innovating,Leading,Roles,Industries,Business_Functions,Is_Financial,Is_TBA,Review_Types
385,Agility,Agile,The development team estimates each product backlog item on the product backlog,,,,,,Business Analyst; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
386,Agility,Agile,"When a developer indicates a work item is done, it is DONE! (that is, potentially shippable)",,,,,,Business Sponsor; Business Analyst; Data Engineer; Program & Project Management,,,False,True,
387,Agility,Agile,"Value is delivered to the business frequently (for example: 5-weekly, 4-monthly, 3-every few months, 2-multiple times/year, 1-less than once a year)",,,,,,Business Sponsor; Business Analyst; Program & Project Management,,,False,True,
388,Agility,Agile,The team is empowered to make decisions,,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Data Engineer; Program & Project Management,,,False,True,
389,Agility,Agile,The team is self-organizing and does not rely on management to set and meet its goals,,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Data Engineer; IT Management; Program & Project Management,,,False,True,
390,Agility,Agile,"The team commits and takes responsibility for delivery, team members collaborate to help the team to achieve its goal",,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Management; Program & Project Management,,,False,True,
391,Agility,Agile,Changes during the development cycle that impact the expected result are being dealt with by the team in an appropriate way,,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Management; Program & Project Management,,,False,True,
392,Agility,Agile,Workflow Master for each Kanban board is identified and trained in Kanban and Kanban System Design,,,,,,Program & Project Management,,,False,True,
393,Agility,Agile,The team has a Kanban board to visualize workflow and work,,,,,,Business Sponsor; Business Analyst; Data Engineer; Program & Project Management,,,False,True,
394,Agility,Agile,"The Kanban board is visible/accessable to all stakeholders (team, business stakeholders)",,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Data Engineer; Program & Project Management,,,False,True,
395,Agility,Agile,The team reviews the Kanban board daily,,,,,,Business Sponsor; Business Analyst; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
396,Agility,Agile,"The Daily Standup focuses on ongoing work, work that needs to be done, and impediments and lasts no more than 15 minutes",,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Data Engineer; Program & Project Management,,,False,True,
397,Agility,Agile,"The Daily Standup focuses on work that is nearly complete, blocked work, impediments to flow, high priority work, and ensuring delivery of value",,,,,,Business Analyst; Architect; Program & Project Management,,,False,True,
398,Agility,Agile,The team updates the Kanban board daily,,,,,,Business Analyst; Architect; Program & Project Management,,,False,True,
399,Agility,Agile,The team addresses urgent/expedited work at least daily,,,,,,Business Sponsor; Business Analyst; Data Engineer; Program & Project Management,,,False,True,
400,Agility,Agile,The Kanban board has WIP limits established and being used,,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Data Engineer; Program & Project Management,,,False,True,
401,Agility,Agile,Policies are explicitly stated and visible to the team,,,,,,Business Sponsor; Data Analyst/Modeller/Scientist; Data Engineer; Program & Project Management,,,False,True,
402,Agility,Agile,Cycle times for all work items are tracked,,,,,,Business Sponsor; Business Analyst; Data Analyst/Modeller/Scientist; Data Engineer; Program & Project Management,,,False,True,
403,Agility,Agile,The team knows what their throughput is,,,,,,Business Sponsor; Business Analyst; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
404,Agility,Agile,Throughput and average cycle time are used to gauge which work items can be placed in the ready queue,,,,,,Business Sponsor; Business Analyst; Data Analyst/Modeller/Scientist; Data Engineer; Program & Project Management,,,False,True,
405,Agility,Agile,Each sprint has a clear sprint goal,,,,,,Business Sponsor; Business Analyst; Data Engineer; Program & Project Management,,,False,True,
406,Agility,Agile,All team members attend the Sprint Planning meeting,,,,,,Business Sponsor; Business Analyst; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
407,Agility,Agile,The team knows what their velocity is,,,,,,Business Sponsor; Business Analyst; Data Analyst/Modeller/Scientist; Architect; Data Engineer; Program & Project Management,,,False,True,
408,Agility,Agile,Sprints are timeboxed to four weeks or less,,,,,,Business Sponsor; Business Analyst; Data Engineer; Program & Project Management,,,False,True,
409,Agility,Agile,The sprint ends on the agreed upon end date,,,,,,Business Sponsor; Data Engineer; Program & Project Management,,,False,True,
410,Agility,Agile,All tasks on the sprint backlog are broken down to a size that is less than one day,,,,,,Business Sponsor; Business Analyst; Data Engineer; Program & Project Management,,,False,True,
411,Agility,Agile,"The team tracks progress daily, for example, with burndown charts",,,,,,Business Sponsor; Business Analyst; Data Analyst/Modeller/Scientist; Data Engineer; Program & Project Management,,,False,True,
412,Agility,Agile,Applications/prototypes are tested and working at the end of each sprint,,,,,,Business Sponsor; Data Engineer; Program & Project Management,,,False,True,
413,Agility,Agile,The team is not disrupted during the sprint,,,,,,Business Sponsor; Data Engineer; Program & Project Management,,,False,True,
414,Agility,Agile,Stretch tasks are identified for inclusion in the sprint if it goes better than expected,,,,,,Business Sponsor; Data Engineer; Program & Project Management,,,False,True,
415,Agility,Agile,Agility Section - DevOps,,,,,,,,,False,True,
416,Agility,DevOps,Does your organisation frequently and successfully deploy new business analytic capabilities?,Deployments are infrequent and are fraught with issues.,,Deployments are reasonably frequent (.e.g. quarterly) and are done in a verifiable and repeatable manner.,Deployments are very frequent (.e.g. monthly) and are done in a verifiable and repeatable manner. (Continuous Delivery),Deployments can be done on demand and are completely automated. (Continuous Deployment),Business Sponsor; Architect; Data Engineer; IT Management; IT Operations; Program & Project Management,,,False,False,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
417,Agility,DevOps,All code changes are reversible and it is possible to make a release at any time,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations; Program & Project Management,,,False,True,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
418,Agility,DevOps,There is an automated build and regression test,,,,,,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Operations; Program & Project Management,,,False,True,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
419,Agility,DevOps,"What is the failure rate associated with new business analytic capabilities. That is, are many issues found once they are deployed to production?",High,,,,Low or zero,Data Analyst/Modeller/Scientist; Architect; Data Engineer; IT Management; IT Operations; Program & Project Management,,,False,False,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
420,Agility,DevOps,How quickly are production issues fixed?,Must wait for  next scheduled release or longer.,,,,"Very quickly, e.g. within a day.",Architect; Data Engineer; IT Management; IT Operations; Program & Project Management,,,False,False,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
421,Agility,DevOps,"Are you aware of the terms Continuous Integration, Continuous Delivery and Continuous Deployment? If so, does your organisation have these capabilities and to what degree?","Not aware, no capabilities.",,Practice Continuous Integration for some business analytic capabilities to improve time to market.,"Aiming for or achieving Continuous Delivery. That is, applications are in a ready to deploy state.","Aiming for or achieving Continuous Deployment. That is, applications can be deployed without human intervention.",Business Sponsor; Architect; Data Engineer; IT Management; IT Operations; Program & Project Management,,,False,False,Big Data Capability Review; Data Warehouse Maturity Review; Ecosystem Architecture Review; AI and Machine Learning Review
