Data_Requirement,FSDM_Subject_Area,Capabilities_Using,Capability_Count
"Case History (Fraud, Money Laundering, Complaint)",Event,"Event Detection; Customer Value; Customer, Product & Channel  insight; Conduct  Risk Monitoring; Big Data Analytics; Omni Channel Campaign Management; Regulatory & Audit Compliance; Single Interaction View of Customer; NPS MI & Drill Down; Complaints Root Cause Analysis MI; Application and New Business Written; Single Customer View from a Risk Perspective; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Pre-Default Transaction Analytics; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Credit Risk Based Pricing Model; Collection Score (Likelihood Model); Expected Collection Amount; Collection Strategy Model; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Operational Risk Capital and OPVaR; Business Rules Directory; Risk Based Price Calculation; Active Portfolio Management; Dynamic Datastore; Credit Risk model Deployment; A/B and Test and Learn Deployment; Real Time Threat Detection; Model Performance Analytics; Portfolio MI & Portfolio Performance Analytics; Collections MI; Regulatory Reporting and Information Sharing; Strategy (Rules) Performance MI; Activity Based Costing; Profitability Modelling; Future / Lifetime Value; Profitability Analytics and Optimisation; Performance Management and KPIs; Pricing Analysis & Optimisation; Financial Budgeting, Planning & Forecasting; Business Process Analytics & Optimisation; Regulatory & Compliance Reporting; Performance Reporting; Exception Reporting; Executive Dashboards; Operational Dashboard & Decisioning",54
Claims,Event,"Predictive Models; Event Detection; Customer Value; Customer, Product & Channel  insight; Customer Segmentation; Big Data Analytics; Regulatory & Audit Compliance; Single Interaction View of Customer; NPS MI & Drill Down; Single Customer View from a Risk Perspective; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Capital Management (Planning and Allocation); Capital Consumption; Risk Appetite; Pre-Default Transaction Analytics; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Credit Risk Capital, CVaR Modelling; Credit Risk Based Pricing Model; Collection Score (Likelihood Model); Expected Collection Amount; Collection Strategy Model; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Operational Risk Capital and OPVaR; Business Rules Directory; Regulatory Threshold Calculation; Risk Based Price Calculation; Active Portfolio Management; Dynamic Datastore; Credit Risk model Deployment; Risk Weighted Assets and Regulatory Capital; A/B and Test and Learn Deployment; Real Time Threat Detection; Model Performance Analytics; Portfolio MI & Portfolio Performance Analytics; Collections MI; Regulatory Reporting and Information Sharing; Strategy (Rules) Performance MI; Financial Accounting / Accounting Hub; Functional Profit & Loss Statement (P&L); Reconciliation, Validation & Adjustments; Tax Management & Optimisation; Fixed Assets Management; Activity Based Costing; Profitability Modelling; Future / Lifetime Value; Profitability Analytics and Optimisation; Performance Management and KPIs; Pricing Analysis & Optimisation; Financial Budgeting, Planning & Forecasting; Business Process Analytics & Optimisation; Cashflow Generation; Regulatory & Compliance Reporting; Performance Reporting; Exception Reporting; Executive Dashboards; Operational Dashboard & Decisioning",64
Defaults & Limit Breaches,Event,"Predictive Models; Event Detection; Customer Value; Customer, Product & Channel  insight; Conduct  Risk Monitoring; Customer Segmentation; Big Data Analytics; Regulatory & Audit Compliance; Next Best Action Arbitration; Application and New Business Written; Single Customer View from a Risk Perspective; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Roll and Rehabilitation Rates; Capital Management (Planning and Allocation); Capital Consumption; Risk Appetite; Pre-Default Transaction Analytics; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Credit Risk Capital, CVaR Modelling; Credit Risk Based Pricing Model; Collection Score (Likelihood Model); Expected Collection Amount; Collection Strategy Model; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Market & Liquidity Risk Likelihood Modelling; Market & Liquidity Risk Strategy Modelling; Market & Liquidity Value at Risk (M-VaR) Modelling; Business Rules Directory; Regulatory Threshold Calculation; Risk Based Price Calculation; Active Portfolio Management; Dynamic Datastore; Credit Risk model Deployment; Risk Weighted Assets and Regulatory Capital; A/B and Test and Learn Deployment; Real Time Threat Detection; New Business MI & Reporting; Model Performance Analytics; Portfolio MI & Portfolio Performance Analytics; Collections MI; Regulatory Reporting and Information Sharing; Strategy (Rules) Performance MI; Financial Accounting / Accounting Hub; Functional Profit & Loss Statement (P&L); Fair Value & Hedge Accounting; Tax Management & Optimisation; Activity Based Costing; Profitability Modelling; Future / Lifetime Value; Profitability Analytics and Optimisation; Performance Management and KPIs; Pricing Analysis & Optimisation; Financial Budgeting, Planning & Forecasting; Business Process Analytics & Optimisation; Asset & Liability Management; Capital Planning and Management; Cashflow Generation; Regulatory & Compliance Reporting; Performance Reporting; Exception Reporting; Executive Dashboards; Operational Dashboard & Decisioning",70
Closed Loop Outcomes / Channel Responses,Event,"Event Detection; Big Data Analytics; Customer Contact Policy; Omni Channel Campaign Management; Creation & Management of Offers and Content; Multi-Step Dialogue; Personalisation; Regulatory & Audit Compliance; Channel Coverage; Real Time Omni-Channel  Integration; Next Best Action Arbitration; Contextual Decisioning; Recycle Unused Leads into alternative channels; Lead & Contact Management; Single Interaction View of Customer; Channel Support & Engagement; Auto processing of  Channel Feedback; Campaign ROI Reporting by Channel; Marketing Attribution MI across all channels; Marketing Asset Evaluation; Strategy Monitoring; Contact Frequency Monitoring; Application and New Business Written; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Credit Risk Based Pricing Model; Collection Score (Likelihood Model); Expected Collection Amount; Collection Strategy Model; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Business Rules Directory; Risk Based Price Calculation; Active Portfolio Management; Dynamic Datastore; Credit Risk model Deployment; A/B and Test and Learn Deployment; Real Time Threat Detection; New Business MI & Reporting; Model Performance Analytics; Portfolio MI & Portfolio Performance Analytics; Collections MI; Strategy (Rules) Performance MI; Activity Based Costing; Profitability Modelling; Future / Lifetime Value; Profitability Analytics and Optimisation; Performance Management and KPIs; Pricing Analysis & Optimisation; Financial Budgeting, Planning & Forecasting; Business Process Analytics & Optimisation; Performance Reporting; Exception Reporting; Executive Dashboards; Operational Dashboard & Decisioning",62
External Data - Corporate Actions,Event,"Customer, Product & Channel  insight; Conduct  Risk Monitoring; Big Data Analytics; Regulatory & Audit Compliance; Pre-Default Transaction Analytics; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Credit Risk Based Pricing Model; Collection Score (Likelihood Model); Expected Collection Amount; Collection Strategy Model; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Business Rules Directory; Risk Based Price Calculation; Active Portfolio Management; Dynamic Datastore; Credit Risk model Deployment; A/B and Test and Learn Deployment; Real Time Threat Detection; Model Performance Analytics; Portfolio MI & Portfolio Performance Analytics; Collections MI; Strategy (Rules) Performance MI",29
Internal Process Activity Data,Event,"Event Detection; Customer Value; Conduct  Risk Monitoring; Insight Led Customer Strategy; Big Data Analytics; Omni Channel Campaign Management; Creation & Management of Offers and Content; Personalisation; Channel Coverage; Contextual Decisioning; Single Interaction View of Customer; Marketing Attribution MI across all channels; Marketing Asset Evaluation; NPS MI & Drill Down; Complaints Root Cause Analysis MI; Application and New Business Written; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Operational Risk Capital and OPVaR; Business Rules Directory; Dynamic Datastore; A/B and Test and Learn Deployment; Real Time Threat Detection; New Business MI & Reporting; Model Performance Analytics; Activity Based Costing; Profitability Modelling; Future / Lifetime Value; Profitability Analytics and Optimisation; Performance Management and KPIs; Pricing Analysis & Optimisation; Financial Budgeting, Planning & Forecasting; Business Process Analytics & Optimisation; Performance Reporting; Exception Reporting; Executive Dashboards; Operational Dashboard & Decisioning",43
Master & Reference Data - merchant / transaction,Event,"Transaction Classification; Big Data Analytics; Channel Coverage; Direct Customer Access to Information Products; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Business Rules Directory; Dynamic Datastore; A/B and Test and Learn Deployment; Real Time Threat Detection; Model Performance Analytics; Regulatory Reporting and Information Sharing; Financial Accounting / Accounting Hub; Functional Profit & Loss Statement (P&L); Fair Value & Hedge Accounting; Tax Management & Optimisation; Activity Based Costing; Profitability Modelling; Future / Lifetime Value; Profitability Analytics and Optimisation; Performance Management and KPIs; Pricing Analysis & Optimisation; Financial Budgeting, Planning & Forecasting; Business Process Analytics & Optimisation; Cashflow Generation; Regulatory & Compliance Reporting; Performance Reporting; Exception Reporting; Executive Dashboards; Operational Dashboard & Decisioning",34
Customer interview / fact find,Event or Cross Subject - Document,"Predictive Models; Event Detection; Conduct  Risk Monitoring; Customer Segmentation; Big Data Analytics; Customer Managed Relationships; Customer Contact Policy; Channel Coverage; Next Best Action Arbitration; Lead & Contact Management; Single Interaction View of Customer; Direct Customer Access to Information Products; Marketing Attribution MI across all channels; NPS MI & Drill Down; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Pre-Default Transaction Analytics; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Credit Risk Based Pricing Model; Collection Score (Likelihood Model); Expected Collection Amount; Collection Strategy Model; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Business Rules Directory; Risk Based Price Calculation; Active Portfolio Management; Dynamic Datastore; Credit Risk model Deployment; A/B and Test and Learn Deployment; Real Time Threat Detection; Model Performance Analytics; Portfolio MI & Portfolio Performance Analytics; Collections MI; Regulatory Reporting and Information Sharing; Strategy (Rules) Performance MI; Activity Based Costing; Profitability Modelling; Profitability Analytics and Optimisation; Performance Management and KPIs; Pricing Analysis & Optimisation; Business Process Analytics & Optimisation; Regulatory & Compliance Reporting; Operational Dashboard & Decisioning",50
Physical Assets,Party Asset,"Big Data Analytics; Application and New Business Written; Single Customer View from a Risk Perspective; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Capital Management (Planning and Allocation); Capital Consumption; Risk Appetite; Pre-Default Transaction Analytics; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Credit Risk Capital, CVaR Modelling; Credit Risk Based Pricing Model; Collection Score (Likelihood Model); Expected Collection Amount; Collection Strategy Model; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Business Rules Directory; Regulatory Threshold Calculation; Risk Based Price Calculation; Active Portfolio Management; Dynamic Datastore; Credit Risk model Deployment; Risk Weighted Assets and Regulatory Capital; A/B and Test and Learn Deployment; Real Time Threat Detection; New Business MI & Reporting; Model Performance Analytics; Portfolio MI & Portfolio Performance Analytics; Collections MI; Regulatory Reporting and Information Sharing; Strategy (Rules) Performance MI; Financial Accounting / Accounting Hub; Functional Profit & Loss Statement (P&L); Fair Value & Hedge Accounting; Reconciliation, Validation & Adjustments; Tax Management & Optimisation; Fixed Assets Management; Capital Planning and Management; Cashflow Generation; Regulatory & Compliance Reporting; Performance Reporting; Exception Reporting; Executive Dashboards",50
Physical Asset Valuations,Party Asset,"Big Data Analytics; Application and New Business Written; Single Customer View from a Risk Perspective; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Capital Management (Planning and Allocation); Capital Consumption; Risk Appetite; Pre-Default Transaction Analytics; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Credit Risk Capital, CVaR Modelling; Credit Risk Based Pricing Model; Collection Score (Likelihood Model); Expected Collection Amount; Collection Strategy Model; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Business Rules Directory; Regulatory Threshold Calculation; Risk Based Price Calculation; Active Portfolio Management; Dynamic Datastore; Credit Risk model Deployment; Risk Weighted Assets and Regulatory Capital; A/B and Test and Learn Deployment; Real Time Threat Detection; New Business MI & Reporting; Model Performance Analytics; Portfolio MI & Portfolio Performance Analytics; Collections MI; Regulatory Reporting and Information Sharing; Strategy (Rules) Performance MI; Financial Accounting / Accounting Hub; Functional Profit & Loss Statement (P&L); Fair Value & Hedge Accounting; Reconciliation, Validation & Adjustments; Tax Management & Optimisation; Fixed Assets Management; Capital Planning and Management; Cashflow Generation; Regulatory & Compliance Reporting; Performance Reporting; Exception Reporting; Executive Dashboards",50
Master & Reference Data - organisation hierarchy,Internal Organisation,"Customer Value; Customer, Product & Channel  insight; Big Data Analytics; Rapid Prototyping supports Test & Learn; Regulatory & Audit Compliance; Recycle Unused Leads into alternative channels; Channel Support & Engagement; Auto processing of  Channel Feedback; Strategy Monitoring; Application and New Business Written; Single Customer View from a Risk Perspective; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Capital Management (Planning and Allocation); Capital Consumption; Risk Appetite; Pre-Default Transaction Analytics; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Credit Risk Capital, CVaR Modelling; Credit Risk Based Pricing Model; Collection Score (Likelihood Model); Expected Collection Amount; Collection Strategy Model; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Operational Risk Capital and OPVaR; Market & Liquidity Risk Likelihood Modelling; Market & Liquidity Risk Strategy Modelling; Market & Liquidity Value at Risk (M-VaR) Modelling; Business Rules Directory; Regulatory Threshold Calculation; Risk Based Price Calculation; Active Portfolio Management; Dynamic Datastore; Credit Risk model Deployment; Risk Weighted Assets and Regulatory Capital; A/B and Test and Learn Deployment; Real Time Threat Detection; New Business MI & Reporting; Model Performance Analytics; Portfolio MI & Portfolio Performance Analytics; Collections MI; Regulatory Reporting and Information Sharing; Strategy (Rules) Performance MI; Financial Accounting / Accounting Hub; Financial Consolidation; Functional Profit & Loss Statement (P&L); Fair Value & Hedge Accounting; Tax Management & Optimisation; Fixed Assets Management; Activity Based Costing; Profitability Modelling; Future / Lifetime Value; Profitability Analytics and Optimisation; Performance Management and KPIs; Pricing Analysis & Optimisation; Financial Budgeting, Planning & Forecasting; GL, AP, HR, Expense Analytics & Optimisation; Business Process Analytics & Optimisation; Funds Transfer Pricing; Asset & Liability Management; Capital Planning and Management; Cashflow Generation; Liquidity Management; FX & Trading Book Management; Regulatory & Compliance Reporting; Performance Reporting; Exception Reporting; Executive Dashboards; Operational Dashboard & Decisioning",76
"Operational metrics (E.g. Wait times, queue length)",Internal Organisation,"Customer, Product & Channel  insight; Big Data Analytics; NPS MI & Drill Down; Strategy Monitoring; Business Rules Directory; Activity Based Costing; Profitability Modelling; Profitability Analytics and Optimisation; Performance Management and KPIs; Financial Budgeting, Planning & Forecasting; Business Process Analytics & Optimisation; Performance Reporting; Exception Reporting; Executive Dashboards; Operational Dashboard & Decisioning",15
Offer Catalogue,Campaign,Insight Led Customer Strategy; Big Data Analytics; Scope of Contact; Customer Contact Policy; Multi-Step Dialogue; Personalisation; Rapid Prototyping supports Test & Learn; Next Best Action Arbitration; Lead & Contact Management; Campaign ROI Reporting by Channel; Marketing Asset Evaluation; Business Rules Directory; Performance Reporting; Exception Reporting; Executive Dashboards; Operational Dashboard & Decisioning,16
Master & Reference Data - Campaign,Campaign,"Big Data Analytics; Customer Contact Policy; Campaign Business Cases; Omni Channel Campaign Management; Creation & Management of Offers and Content; Multi-Step Dialogue; Personalisation; Rapid Prototyping supports Test & Learn; Channel Coverage; Lead & Contact Management; Campaign ROI Reporting by Channel; Marketing Asset Evaluation; Earned, Paid & Owned media analysis; Contact Frequency Monitoring; Application and New Business Written; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Credit Risk Based Pricing Model; Business Rules Directory; Risk Based Price Calculation; Active Portfolio Management; Dynamic Datastore; Credit Risk model Deployment; A/B and Test and Learn Deployment; Real Time Threat Detection; New Business MI & Reporting; Model Performance Analytics; Portfolio MI & Portfolio Performance Analytics; Strategy (Rules) Performance MI; Activity Based Costing; Profitability Modelling; Profitability Analytics and Optimisation; Performance Management and KPIs; Pricing Analysis & Optimisation; Financial Budgeting, Planning & Forecasting; Business Process Analytics & Optimisation; Sales Reporting; Performance Reporting; Exception Reporting; Executive Dashboards",43
Campaign Production Costs,Campaign,"Big Data Analytics; Campaign Business Cases; Omni Channel Campaign Management; Rapid Prototyping supports Test & Learn; Campaign ROI Reporting by Channel; Marketing Asset Evaluation; Earned, Paid & Owned media analysis; Business Rules Directory; Activity Based Costing; Profitability Modelling; Profitability Analytics and Optimisation; Performance Management and KPIs; Pricing Analysis & Optimisation; Financial Budgeting, Planning & Forecasting; Business Process Analytics & Optimisation; Performance Reporting; Exception Reporting; Executive Dashboards",18
Campaign History Data,Campaign,"Predictive Models; Event Detection; Insight Led Customer Strategy; Customer Segmentation; Big Data Analytics; Customer Contact Policy; Campaign Business Cases; Omni Channel Campaign Management; Creation & Management of Offers and Content; Multi-Step Dialogue; Rapid Prototyping supports Test & Learn; Channel Coverage; Next Best Action Arbitration; Lead & Contact Management; Single Interaction View of Customer; Channel Support & Engagement; Campaign ROI Reporting by Channel; Marketing Attribution MI across all channels; Marketing Asset Evaluation; Earned, Paid & Owned media analysis; NPS MI & Drill Down; Contact Frequency Monitoring; Business Rules Directory; Activity Based Costing; Profitability Modelling; Profitability Analytics and Optimisation; Performance Management and KPIs; Pricing Analysis & Optimisation; Financial Budgeting, Planning & Forecasting; Business Process Analytics & Optimisation; Sales Reporting; Performance Reporting; Exception Reporting; Executive Dashboards",34
Media Asset Details,Campaign,Big Data Analytics; Personalisation; Rapid Prototyping supports Test & Learn; Marketing Asset Evaluation; Business Rules Directory; Performance Reporting; Exception Reporting; Executive Dashboards,8
Campaign Promotional Calendar,Campaign,Insight Led Customer Strategy; Big Data Analytics; Customer Contact Policy; Campaign Business Cases; Omni Channel Campaign Management; Multi-Step Dialogue; Rapid Prototyping supports Test & Learn; Channel Coverage; Campaign ROI Reporting by Channel; Marketing Attribution MI across all channels; Marketing Asset Evaluation; Contact Frequency Monitoring; Business Rules Directory; Activity Based Costing; Performance Reporting; Exception Reporting; Executive Dashboards,17
Master & Reference Data - Channel,Channel,"Customer, Product & Channel  insight; Big Data Analytics; Omni Channel Campaign Management; Multi-Step Dialogue; Rapid Prototyping supports Test & Learn; Channel Support & Engagement; Auto processing of  Channel Feedback; NPS MI & Drill Down; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Credit Risk Based Pricing Model; Collection Score (Likelihood Model); Expected Collection Amount; Collection Strategy Model; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Business Rules Directory; Risk Based Price Calculation; Active Portfolio Management; Dynamic Datastore; Credit Risk model Deployment; A/B and Test and Learn Deployment; Real Time Threat Detection; Model Performance Analytics; Portfolio MI & Portfolio Performance Analytics; Collections MI; Regulatory Reporting and Information Sharing; Strategy (Rules) Performance MI; Financial Accounting / Accounting Hub; Functional Profit & Loss Statement (P&L); Reconciliation, Validation & Adjustments; Tax Management & Optimisation; Activity Based Costing; Profitability Modelling; Future / Lifetime Value; Profitability Analytics and Optimisation; Performance Management and KPIs; Pricing Analysis & Optimisation; Financial Budgeting, Planning & Forecasting; Business Process Analytics & Optimisation; Regulatory & Compliance Reporting; Sales Reporting; Performance Reporting; Exception Reporting; Executive Dashboards; Operational Dashboard & Decisioning",51
Finance Systems - General Ledger,Finance,"Big Data Analytics; Campaign ROI Reporting by Channel; Credit Risk Expected Loss Model; Expected Collection Amount; Fraud and Money Laundering Loss Modelling; Operational Risk / Cybercrime Expected Loss; Operational Risk Capital and OPVaR; Market & Liquidity Risk Likelihood Modelling; Market & Liquidity Risk Strategy Modelling; Market & Liquidity Value at Risk (M-VaR) Modelling; Business Rules Directory; Dynamic Datastore; A/B and Test and Learn Deployment; Real Time Threat Detection; Regulatory Reporting and Information Sharing; Financial Accounting / Accounting Hub; Financial Consolidation; Functional Profit & Loss Statement (P&L); Fair Value & Hedge Accounting; Reconciliation, Validation & Adjustments; Tax Management & Optimisation; Third Party Settlement Controls; Fixed Assets Management; Activity Based Costing; Profitability Modelling; Future / Lifetime Value; Performance Management and KPIs; Financial Budgeting, Planning & Forecasting; GL, AP, HR, Expense Analytics & Optimisation; Funds Transfer Pricing; Asset & Liability Management; Cashflow Generation; Liquidity Management; Statutory Financial Reporting; Regulatory & Compliance Reporting; Performance Reporting; Exception Reporting; Executive Dashboards; Operational Dashboard & Decisioning",39
Finance Systems - ERP,Finance,"Customer Value; Big Data Analytics; NPS MI & Drill Down; Operational Risk Capital and OPVaR; Market & Liquidity Risk Likelihood Modelling; Market & Liquidity Risk Strategy Modelling; Market & Liquidity Value at Risk (M-VaR) Modelling; Business Rules Directory; Dynamic Datastore; A/B and Test and Learn Deployment; Real Time Threat Detection; Regulatory Reporting and Information Sharing; Financial Accounting / Accounting Hub; Financial Consolidation; Functional Profit & Loss Statement (P&L); Fair Value & Hedge Accounting; Reconciliation, Validation & Adjustments; Tax Management & Optimisation; Third Party Settlement Controls; Fixed Assets Management; Activity Based Costing; Profitability Modelling; Future / Lifetime Value; Performance Management and KPIs; Financial Budgeting, Planning & Forecasting; GL, AP, HR, Expense Analytics & Optimisation; Funds Transfer Pricing; Asset & Liability Management; Cashflow Generation; Liquidity Management; Statutory Financial Reporting; Regulatory & Compliance Reporting; Performance Reporting; Exception Reporting; Executive Dashboards; Operational Dashboard & Decisioning",36
"Finance Systems - Budgets, Plans & Forecasts",Finance,"Customer Value; Big Data Analytics; Strategy Monitoring; Operational Risk Capital and OPVaR; Market & Liquidity Risk Likelihood Modelling; Market & Liquidity Risk Strategy Modelling; Market & Liquidity Value at Risk (M-VaR) Modelling; Business Rules Directory; Dynamic Datastore; A/B and Test and Learn Deployment; Real Time Threat Detection; Activity Based Costing; Profitability Modelling; Future / Lifetime Value; Performance Management and KPIs; Financial Budgeting, Planning & Forecasting; GL, AP, HR, Expense Analytics & Optimisation; Asset & Liability Management; Liquidity Management; Performance Reporting; Exception Reporting; Executive Dashboards; Operational Dashboard & Decisioning",23
"Model Metadata (E.g. defintion, assumptions, metrics)",Analytical Model,"Big Data Analytics; Customer Contact Policy; Application and New Business Written; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Roll and Rehabilitation Rates; Capital Management (Planning and Allocation); Capital Consumption; Risk Appetite; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Credit Risk Capital, CVaR Modelling; Credit Risk Based Pricing Model; Collection Score (Likelihood Model); Expected Collection Amount; Collection Strategy Model; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Operational Risk Capital and OPVaR; Business Rules Directory; Regulatory Threshold Calculation; Risk Based Price Calculation; Active Portfolio Management; Dynamic Datastore; Credit Risk model Deployment; Risk Weighted Assets and Regulatory Capital; A/B and Test and Learn Deployment; Real Time Threat Detection; New Business MI & Reporting; Model Performance Analytics; Portfolio MI & Portfolio Performance Analytics; Collections MI; Regulatory Reporting and Information Sharing; Strategy (Rules) Performance MI; Regulatory & Compliance Reporting; Performance Reporting; Exception Reporting; Executive Dashboards",43
Risk Scenario & Stress Testing Results,Analytical Model,"Conduct  Risk Monitoring; Big Data Analytics; Regulatory & Audit Compliance; Strategy Monitoring; Application and New Business Written; Policy, Forensics and Underwriter Rules; Can’t Pay, Won’t Pay and Collusion; Roll and Rehabilitation Rates; Capital Management (Planning and Allocation); Capital Consumption; Risk Appetite; Credit Risk Scoring (Underwriting Likelihood Model); Credit Risk Expected Loss Model; Credit Risk Underwriting/Monitoring Strategy Model; Credit Risk Capital, CVaR Modelling; Credit Risk Based Pricing Model; Collection Score (Likelihood Model); Expected Collection Amount; Collection Strategy Model; Fraud and Money Laundering Likelihood Model; Fraud and Money Laundering Loss Modelling; Fraud and Money Laundering Strategy Modelling; Operational Risk / Cybercrime Likelihood; Operational Risk / Cybercrime Expected Loss; Operational Risk / Cybercrime Strategy Model; Operational Risk Capital and OPVaR; Business Rules Directory; Regulatory Threshold Calculation; Risk Based Price Calculation; Dynamic Datastore; Credit Risk model Deployment; Risk Weighted Assets and Regulatory Capital; A/B and Test and Learn Deployment; Real Time Threat Detection; New Business MI & Reporting; Model Performance Analytics; Portfolio MI & Portfolio Performance Analytics; Collections MI; Regulatory Reporting and Information Sharing; Strategy (Rules) Performance MI; Financial Budgeting, Planning & Forecasting; Regulatory & Compliance Reporting; Performance Reporting; Exception Reporting; Executive Dashboards",45
